						10000	100000
6925	D	25959131	0				
6926	C	25966056	0				
6926	C	25972982	0				
6927	A	25979908	1				
6928	D	25986835	0				
6928	B	25993763	0				
6929	E	26000691	0				
6929	E	26007620	0				
6930	E	26014549	0				
6930	D	26021479	0				
6932	A	26028409	1				
6933	A	26035341	1				
6933	A	26042274	1				
6935	E	26049207	0				
6935	A	26056142	1				
6937	E	26063077	0				
6937	C	26070014	0				
6937	C	26076951	0				
6938	C	26083888	0				
6939	E	26090826	0				
6939	C	26097765	0				
6939	A	26104704	1				
6940	B	26111643	0				
6942	C	26118583	0				
6942	B	26125525	0				
6943	A	26132467	1				
6947	A	26139410	1				
6947	D	26146357	0				
6948	D	26153304	0				
6949	B	26160252	0				
6950	A	26167201	1				
6950	C	26174151	0				
6951	C	26181101	0				
6952	B	26188052	0				
6953	C	26195004	0				
6953	C	26201957	0				
6954	D	26208910	0				
6954	B	26215864	0				
6954	E	26222818	0				
6956	C	26229772	0				
6956	B	26236728	0				
6957	A	26243684	1				
6957	E	26250641	0				
6959	D	26257598	0				
6960	B	26264557	0				
6960	A	26271517	1				
6962	B	26278477	0				
6964	C	26285439	0				
6964	D	26292403	0				
6964	C	26299367	0				
6965	C	26306331	0				
6966	B	26313296	0				
6968	C	26320262	0				
6970	E	26327230	0				
6976	D	26334200	0				
6977	A	26341176	1				
6978	A	26348153	1				
6980	D	26355131	0				
6982	A	26362111	1				
6984	E	26369093	0				
6985	E	26376077	0				
6985	A	26383062	1				
6987	E	26390047	0				
6987	A	26397034	1				
6988	E	26404021	0				
6990	E	26411009	0				
6991	C	26417999	0				
6992	D	26424990	0				
6993	E	26431982	0				
6993	C	26438975	0				
6994	E	26445968	0				
6996	A	26452962	1				
6997	E	26459958	0				
6997	B	26466955	0				
6998	A	26473952	1				
6999	D	26480950	0				
7000	B	26487949	0				
7002	C	26494949	0				
7002	D	26501951	0				
7003	E	26508953	0				
7004	A	26515956	1				
7004	C	26522960	0				
7005	D	26529964	0				
7006	D	26536969	0				
7006	A	26543975	1				
7007	A	26550981	1				
7007	C	26557988	0				
7008	A	26564995	1				
7008	B	26572003	0				
7009	B	26579011	0				
7009	D	26586020	0				
7010	D	26593029	0				
7011	A	26600039	1				
7011	B	26607050	0				
7013	D	26614061	0				
7018	E	26621074	0				
7018	B	26628092	0				
7020	D	26635110	0				
7020	B	26642130	0				
7020	E	26649150	0				
7021	C	26656170	0				
7021	C	26663191	0				
7021	D	26670212	0				
7022	B	26677233	0				
7022	A	26684255	1				
7024	C	26691277	0				
7024	C	26698301	0				
7024	C	26705325	0				
7025	A	26712349	1				
7025	B	26719374	0				
7026	E	26726399	0				
7028	E	26733425	0				
7029	A	26740453	1				
7030	E	26747482	0				
7031	B	26754512	0				
7031	D	26761543	0				
7032	C	26768574	0				
7032	B	26775606	0				
7032	E	26782638	0				
7033	E	26789670	0				
7033	A	26796703	1				
7034	E	26803736	0				
7035	A	26810770	1				
7035	D	26817805	0				
7036	D	26824840	0				
7036	A	26831876	1				
7036	B	26838912	0				
7036	C	26845948	0				
7039	A	26852984	1				
7040	C	26860023	0				
7040	A	26867063	1				
7041	B	26874103	0				
7041	D	26881144	0				
7041	C	26888185	0				
7042	C	26895226	0				
7043	E	26902268	0				
7045	B	26909311	0				
7045	E	26916356	0				
7045	B	26923401	0				
7046	A	26930446	1				
7047	E	26937492	0				
7048	A	26944539	1				
7048	D	26951587	0				
7052	C	26958635	0				
7052	E	26965687	0				
7055	A	26972739	1				
7056	A	26979794	1				
7057	E	26986850	0				
7058	D	26993907	0				
7061	C	27000965	0				
7062	C	27008026	0				
7063	D	27015088	0				
7063	C	27022151	0				
7064	A	27029214	1				
7067	E	27036278	0				
7067	D	27043345	0				
7068	E	27050412	0				
7070	B	27057480	0				
7073	D	27064550	0				
7073	C	27071623	0				
7075	B	27078696	0				
7076	B	27085771	0				
7077	A	27092847	1				
7077	A	27099924	1				
7077	D	27107001	0				
7077	C	27114078	0				
7078	C	27121155	0				
7079	A	27128233	1				
7079	E	27135312	0				
7081	B	27142391	0				
7082	E	27149472	0				
7083	B	27156554	0				
7083	B	27163637	0				
7083	B	27170720	0				
7084	C	27177803	0				
7085	C	27184887	0				
7086	E	27191972	0				
7086	D	27199058	0				
7087	E	27206144	0				
7089	D	27213231	0				
7089	D	27220320	0				
7089	D	27227409	0				
7089	D	27234498	0				
7090	E	27241587	0				
7091	A	27248677	1				
7091	C	27255768	0				
7092	E	27262859	0				
7092	E	27269951	0				
7093	B	27277043	0				
7093	A	27284136	1				
7094	B	27291229	0				
7094	B	27298323	0				
7094	B	27305417	0				
7094	C	27312511	0				
7095	E	27319605	0				
7096	B	27326700	0				
7097	B	27333796	0				
7097	E	27340893	0				
7098	A	27347990	1				
7100	D	27355088	0				
7101	E	27362188	0				
7102	C	27369289	0				
7103	C	27376391	0				
7104	A	27383494	1				
7105	B	27390598	0				
7106	D	27397703	0				
7106	E	27404809	0				
7107	C	27411915	0				
7107	A	27419022	1				
7110	C	27426129	0				
7111	A	27433239	1				
7113	D	27440350	0				
7114	C	27447463	0				
7114	D	27454577	0				
7114	D	27461691	0				
7114	A	27468805	1				
7115	A	27475919	1				
7115	A	27483034	1				
7115	D	27490149	0				
7115	E	27497264	0				
7115	E	27504379	0				
7116	E	27511494	0				
7116	D	27518610	0				
7117	B	27525726	0				
7117	C	27532843	0				
7118	A	27539960	1				
7119	B	27547078	0				
7120	C	27554197	0				
7120	B	27561317	0				
7122	A	27568437	1				
7122	A	27575559	1				
7123	B	27582681	0				
7123	B	27589804	0				
7124	B	27596927	0				
7124	C	27604051	0				
7124	E	27611175	0				
7125	E	27618299	0				
7126	B	27625424	0				
7127	B	27632550	0				
7128	C	27639677	0				
7128	D	27646805	0				
7129	A	27653933	1				
7131	A	27661062	1				
7132	A	27668193	1				
7133	C	27675325	0				
7133	B	27682458	0				
7136	A	27689591	1				
7136	E	27696727	0				
7137	E	27703863	0				
7139	A	27711000	1				
7140	B	27718139	0				
7140	D	27725279	0				
7141	D	27732419	0				
7141	E	27739560	0				
7141	E	27746701	0				
7142	C	27753842	0				
7142	B	27760984	0				
7143	E	27768126	0				
7143	C	27775269	0				
7146	D	27782412	0				
7147	C	27789558	0				
7147	D	27796705	0				
7149	A	27803852	1				
7149	C	27811001	0				
7151	B	27818150	0				
7153	A	27825301	1				
7153	D	27832454	0				
7154	B	27839607	0				
7154	E	27846761	0				
7155	E	27853915	0				
7158	B	27861070	0				
7159	B	27868228	0				
7160	A	27875387	1				
7160	C	27882547	0				
7161	A	27889707	1				
7161	E	27896868	0				
7162	D	27904029	0				
7162	B	27911191	0				
7163	C	27918353	0				
7163	C	27925516	0				
7166	D	27932679	0				
7168	C	27939845	0				
7171	C	27947013	0				
7171	A	27954184	1				
7172	C	27961355	0				
7173	A	27968527	1				
7173	E	27975700	0				
7173	C	27982873	0				
7175	D	27990046	0				
7175	C	27997221	0				
7176	E	28004396	0				
7176	E	28011572	0				
7177	D	28018748	0				
7177	C	28025925	0				
7180	A	28033102	1				
7182	B	28040282	0				
7183	A	28047464	1				
7184	C	28054647	0				
7184	A	28061831	1				
7185	E	28069015	0				
7186	C	28076200	0				
7186	E	28083386	0				
7188	D	28090572	0				
7188	C	28097760	0				
7189	A	28104948	1				
7190	C	28112137	0				
7191	D	28119327	0				
7193	A	28126518	1				
7195	E	28133711	0				
7196	C	28140906	0				
7197	A	28148102	1				
7197	D	28155299	0				
7198	C	28162496	0				
7198	C	28169694	0				
7199	E	28176892	0				
7199	A	28184091	1				
7200	B	28191290	0				
7203	B	28198490	0				
7204	C	28205693	0				
7204	E	28212897	0				
7204	A	28220101	1				
7206	E	28227305	0				
7207	C	28234511	0				
7207	A	28241718	1				
7208	C	28248925	0				
7211	B	28256133	0				
7214	A	28263344	1				
7214	B	28270558	0				
7216	E	28277772	0				
7218	C	28284988	0				
7218	E	28292206	0				
7219	B	28299424	0				
7220	C	28306643	0				
7220	D	28313863	0				
7221	A	28321083	1				
7221	C	28328304	0				
7222	C	28335525	0				
7223	E	28342747	0				
7223	C	28349970	0				
7223	B	28357193	0				
7227	E	28364416	0				
7227	D	28371643	0				
7229	A	28378870	1				
7230	C	28386099	0				
7231	B	28393329	0				
7231	B	28400560	0				
7232	B	28407791	0				
7232	C	28415023	0				
7233	A	28422255	1				
7233	D	28429488	0				
7233	D	28436721	0				
7236	A	28443954	1				
7236	C	28451190	0				
7238	D	28458426	0				
7239	B	28465664	0				
7239	D	28472903	0				
7239	C	28480142	0				
7240	C	28487381	0				
7242	B	28494621	0				
7242	C	28501863	0				
7246	D	28509105	0				
7247	B	28516351	0				
7247	C	28523598	0				
7248	D	28530845	0				
7248	E	28538093	0				
7249	E	28545341	0				
7250	B	28552590	0				
7251	E	28559840	0				
7253	E	28567091	0				
7255	B	28574344	0				
7256	D	28581599	0				
7256	A	28588855	1				
7256	C	28596111	0				
7258	E	28603367	0				
7259	B	28610625	0				
7260	B	28617884	0				
7262	D	28625144	0				
7262	D	28632406	0				
7262	E	28639668	0				
7262	E	28646930	0				
7262	B	28654192	0				
7264	A	28661454	1				
7264	D	28668718	0				
7264	B	28675982	0				
7265	A	28683246	1				
7265	C	28690511	0				
7266	D	28697776	0				
7267	B	28705042	0				
7267	D	28712309	0				
7267	E	28719576	0				
7268	A	28726843	1				
7268	A	28734111	1				
7268	C	28741379	0				
7269	A	28748647	1				
7270	E	28755916	0				
7270	D	28763186	0				
7271	A	28770456	1				
7272	A	28777727	1				
7272	E	28784999	0				
7273	B	28792271	0				
7274	C	28799544	0				
7275	C	28806818	0				
7277	D	28814093	0				
7277	D	28821370	0				
7277	D	28828647	0				
7277	A	28835924	1				
7277	C	28843201	0				
7278	E	28850478	0				
7278	E	28857756	0				
7279	A	28865034	1				
7279	D	28872313	0				
7280	B	28879592	0				
7280	E	28886872	0				
7280	A	28894152	1				
7280	A	28901432	1				
7284	E	28908712	0				
7284	E	28915996	0				
7286	B	28923280	0				
7286	C	28930566	0				
7287	A	28937852	1				
7288	D	28945139	0				
7288	C	28952427	0				
7288	C	28959715	0				
7289	D	28967003	0				
7289	E	28974292	0				
7291	E	28981581	0				
7291	B	28988872	0				
7294	C	28996163	0				
7295	C	29003457	0				
7296	A	29010752	1				
7297	A	29018048	1				
7297	B	29025345	0				
7298	E	29032642	0				
7299	C	29039940	0				
7302	A	29047239	1				
7303	E	29054541	0				
7306	C	29061844	0				
7306	E	29069150	0				
7307	C	29076456	0				
7307	A	29083763	1				
7309	B	29091070	0				
7313	D	29098379	0				
7316	C	29105692	0				
7318	A	29113008	1				
7319	C	29120326	0				
7322	D	29127645	0				
7323	C	29134967	0				
7325	B	29142290	0				
7325	E	29149615	0				
7325	E	29156940	0				
7326	D	29164265	0				
7326	E	29171591	0				
7327	B	29178917	0				
7329	D	29186244	0				
7329	C	29193573	0				
7329	C	29200902	0				
7330	D	29208231	0				
7332	A	29215561	1				
7333	D	29222893	0				
7333	D	29230226	0				
7333	D	29237559	0				
7334	C	29244892	0				
7334	A	29252226	1				
7334	D	29259560	0				
7336	D	29266894	0				
7337	E	29274230	0				
7337	C	29281567	0				
7337	A	29288904	1				
7338	D	29296241	0				
7338	C	29303579	0				
7339	C	29310917	0				
7340	C	29318256	0				
7340	B	29325596	0				
7342	A	29332936	1				
7343	C	29340278	0				
7343	A	29347621	1				
7344	A	29354964	1				
7345	C	29362308	0				
7345	A	29369653	1				
7345	A	29376998	1				
7347	A	29384343	1				
7349	D	29391690	0				
7349	D	29399039	0				
7349	B	29406388	0				
7351	A	29413737	1				
7352	C	29421088	0				
7353	C	29428440	0				
7356	E	29435793	0				
7356	B	29443149	0				
7356	C	29450505	0				
7357	E	29457861	0				
7358	B	29465218	0				
7359	D	29472576	0				
7362	C	29479935	0				
7363	D	29487297	0				
7363	C	29494660	0				
7364	C	29502023	0				
7365	E	29509387	0				
7366	E	29516752	0				
7366	E	29524118	0				
7367	E	29531484	0				
7368	B	29538851	0				
7368	B	29546219	0				
7369	B	29553587	0				
7370	B	29560956	0				
7371	C	29568326	0				
7371	B	29575697	0				
7372	B	29583068	0				
7374	B	29590440	0				
7375	B	29597814	0				
7375	A	29605189	1				
7376	A	29612564	1				
7377	E	29619940	0				
7378	B	29627317	0				
7378	E	29634695	0				
7379	E	29642073	0				
7379	A	29649452	1				
7380	A	29656831	1				
7380	D	29664211	0				
7380	A	29671591	1				
7381	C	29678971	0				
7382	B	29686352	0				
7384	B	29693734	0				
7385	B	29701118	0				
7386	C	29708503	0				
7387	D	29715889	0				
7390	C	29723276	0				
7391	E	29730666	0				
7391	A	29738057	1				
7392	D	29745448	0				
7392	B	29752840	0				
7395	C	29760232	0				
7397	E	29767627	0				
7398	E	29775024	0				
7399	A	29782422	1				
7399	C	29789821	0				
7400	B	29797220	0				
7401	C	29804620	0				
7402	A	29812021	1				
7402	A	29819423	1				
7405	E	29826825	0				
7406	C	29834230	0				
7406	E	29841636	0				
7408	E	29849042	0				
7411	D	29856450	0				
7411	C	29863861	0				
7411	A	29871272	1				
7412	D	29878683	0				
7412	D	29886095	0				
7415	B	29893507	0				
7416	D	29900922	0				
7420	D	29908338	0				
7421	B	29915758	0				
7424	E	29923179	0				
7425	B	29930603	0				
7429	D	29938028	0				
7429	C	29945457	0				
7430	B	29952886	0				
7430	B	29960316	0				
7431	D	29967746	0				
7431	A	29975177	1				
7432	B	29982608	0				
7432	E	29990040	0				
7434	D	29997472	0				
7436	D	30004906	0				
7437	E	30012342	0				
7437	B	30019779	0				
7438	C	30027216	0				
7438	C	30034654	0				
7439	E	30042092	0				
7440	A	30049531	1				
7440	E	30056971	0				
7441	A	30064411	1				
7442	A	30071852	1				
7442	E	30079294	0				
7443	D	30086736	0				
7443	C	30094179	0				
7444	A	30101622	1				
7444	C	30109066	0				
7444	B	30116510	0				
7445	A	30123954	1				
7447	A	30131399	1				
7449	B	30138846	0				
7451	D	30146295	0				
7452	D	30153746	0				
7453	D	30161198	0				
7453	E	30168651	0				
7453	B	30176104	0				
7454	B	30183557	0				
7455	C	30191011	0				
7456	B	30198466	0				
7456	C	30205922	0				
7457	B	30213378	0				
7457	B	30220835	0				
7458	B	30228292	0				
7459	D	30235750	0				
7459	D	30243209	0				
7459	D	30250668	0				
7460	A	30258127	1				
7463	B	30265587	0				
7464	D	30273050	0				
7465	E	30280514	0				
7465	B	30287979	0				
7466	C	30295444	0				
7467	A	30302910	1				
7468	D	30310377	0				
7468	A	30317845	1				
7469	B	30325313	0				
7470	C	30332782	0				
7471	E	30340252	0				
7471	E	30347723	0				
7472	E	30355194	0				
7473	E	30362666	0				
7473	D	30370139	0				
7474	D	30377612	0				
7477	A	30385086	1				
7477	D	30392563	0				
7478	A	30400040	1				
7478	C	30407518	0				
7478	D	30414996	0				
7478	C	30422474	0				
7481	C	30429952	0				
7482	E	30437433	0				
7482	C	30444915	0				
7482	D	30452397	0				
7483	B	30459879	0				
7485	A	30467362	1				
7485	D	30474847	0				
7485	B	30482332	0				
7486	D	30489817	0				
7486	E	30497303	0				
7486	D	30504789	0				
7489	A	30512275	1				
7489	A	30519764	1				
7489	B	30527253	0				
7489	A	30534742	1				
7491	C	30542231	0				
7494	D	30549722	0				
7495	B	30557216	0				
7496	A	30564711	1				
7497	A	30572207	1				
7498	A	30579704	1				
7500	B	30587202	0				
7500	B	30594702	0				
7501	A	30602202	1				
7501	E	30609703	0				
7502	C	30617204	0				
7502	A	30624706	1				
7503	A	30632208	1				
7505	D	30639711	0				
7505	D	30647216	0				
7505	B	30654721	0				
7508	A	30662226	1				
7509	E	30669734	0				
7510	A	30677243	1				
7510	B	30684753	0				
7511	A	30692263	1				
7513	A	30699774	1				
7514	B	30707287	0				
7515	E	30714801	0				
7516	A	30722316	1				
7517	D	30729832	0				
7518	B	30737349	0				
7519	A	30744867	1				
7520	C	30752386	0				
7522	B	30759906	0				
7523	B	30767428	0				
7526	C	30774951	0				
7526	B	30782477	0				
7527	E	30790003	0				
7528	C	30797530	0				
7529	C	30805058	0				
7530	C	30812587	0				
7531	E	30820117	0				
7532	C	30827648	0				
7533	C	30835180	0				
7533	E	30842713	0				
7534	B	30850246	0				
7536	D	30857780	0				
7537	A	30865316	1				
7537	E	30872853	0				
7538	A	30880390	1				
7538	C	30887928	0				
7539	C	30895466	0				
7540	B	30903005	0				
7541	A	30910545	1				
7544	C	30918086	0				
7545	B	30925630	0				
7546	A	30933175	1				
7546	D	30940721	0				
7547	E	30948267	0				
7548	B	30955814	0				
7549	B	30963362	0				
7550	D	30970911	0				
7551	D	30978461	0				
7551	C	30986012	0				
7552	C	30993563	0				
7552	C	31001115	0				
7553	B	31008667	0				
7554	C	31016220	0				
7554	B	31023774	0				
7555	C	31031328	0				
7555	E	31038883	0				
7556	C	31046438	0				
7557	B	31053994	0				
7557	C	31061551	0				
7558	B	31069108	0				
7559	A	31076666	1				
7559	E	31084225	0				
7561	B	31091784	0				
7561	B	31099345	0				
7562	E	31106906	0				
7562	D	31114468	0				
7562	C	31122030	0				
7564	A	31129592	1				
7564	D	31137156	0				
7565	B	31144720	0				
7567	D	31152285	0				
7571	C	31159852	0				
7572	A	31167423	1				
7573	D	31174995	0				
7574	D	31182568	0				
7574	B	31190142	0				
7575	B	31197716	0				
7575	E	31205291	0				
7576	C	31212866	0				
7576	A	31220442	1				
7576	D	31228018	0				
7580	C	31235594	0				
7580	C	31243174	0				
7580	C	31250754	0				
7581	D	31258334	0				
7586	E	31265915	0				
7586	A	31273501	1				
7586	A	31281087	1				
7587	A	31288673	1				
7587	D	31296260	0				
7587	C	31303847	0				
7587	D	31311434	0				
7589	A	31319021	1				
7589	B	31326610	0				
7589	A	31334199	1				
7590	C	31341788	0				
7590	B	31349378	0				
7591	E	31356968	0				
7591	C	31364559	0				
7592	B	31372150	0				
7592	B	31379742	0				
7592	E	31387334	0				
7592	A	31394926	1				
7593	E	31402518	0				
7593	A	31410111	1				
7593	C	31417704	0				
7593	D	31425297	0				
7593	A	31432890	1				
7593	E	31440483	0				
7595	A	31448076	1				
7596	B	31455671	0				
7596	B	31463267	0				
7596	C	31470863	0				
7600	D	31478459	0				
7602	E	31486059	0				
7602	A	31493661	1				
7604	D	31501263	0				
7604	D	31508867	0				
7604	C	31516471	0				
7605	A	31524075	1				
7605	C	31531680	0				
7606	A	31539285	1				
7606	A	31546891	1				
7607	B	31554497	0				
7607	A	31562104	1				
7608	C	31569711	0				
7608	E	31577319	0				
7610	D	31584927	0				
7613	E	31592537	0				
7613	A	31600150	1				
7614	B	31607763	0				
7615	A	31615377	1				
7615	D	31622992	0				
7616	D	31630607	0				
7620	C	31638223	0				
7621	B	31645843	0				
7621	C	31653464	0				
7622	C	31661085	0				
7623	C	31668707	0				
7623	E	31676330	0				
7624	A	31683953	1				
7627	A	31691577	1				
7627	D	31699204	0				
7629	A	31706831	1				
